"total_count","id","memb_id","device_desc","get_time","heart_rate","create_dttm"
196,114,"52a62c11-7c4f-4912-91c9-ff5c145328cd",갤럭시워치(Galaxy Watch),"2023-07-11 00:20:07",66,"2023-10-19 00:18:30"
196,113,"52a62c11-7c4f-4912-91c9-ff5c145328cd",갤럭시워치(Galaxy Watch),"2023-07-10 20:14:10",68,"2023-10-19 00:18:30"
196,112,"52a62c11-7c4f-4912-91c9-ff5c145328cd",갤럭시워치(Galaxy Watch),"2023-07-10 20:12:36",70,"2023-10-19 00:18:30"
196,111,"52a62c11-7c4f-4912-91c9-ff5c145328cd",갤럭시워치(Galaxy Watch),"2023-07-10 20:11:48",59,"2023-10-19 00:18:30"
196,110,"52a62c11-7c4f-4912-91c9-ff5c145328cd",갤럭시워치(Galaxy Watch),"2023-07-10 20:11:17",58,"2023-10-19 00:18:30"
196,109,"52a62c11-7c4f-4912-91c9-ff5c145328cd",갤럭시워치(Galaxy Watch),"2023-07-10 20:10:53",62,"2023-10-19 00:18:30"
196,108,"52a62c11-7c4f-4912-91c9-ff5c145328cd",갤럭시워치(Galaxy Watch),"2023-07-10 17:41:38",64,"2023-10-19 00:18:30"
196,107,"52a62c11-7c4f-4912-91c9-ff5c145328cd",갤럭시워치(Galaxy Watch),"2023-07-10 17:41:06",71,"2023-10-19 00:18:30"
196,106,"52a62c11-7c4f-4912-91c9-ff5c145328cd",갤럭시워치(Galaxy Watch),"2023-07-08 01:21:06",60,"2023-10-19 00:18:30"
196,105,"52a62c11-7c4f-4912-91c9-ff5c145328cd",갤럭시워치(Galaxy Watch),"2023-07-07 23:44:12",76,"2023-10-19 00:18:30"
196,104,"52a62c11-7c4f-4912-91c9-ff5c145328cd",갤럭시워치(Galaxy Watch),"2023-07-06 17:35:26",67,"2023-10-19 00:18:30"
196,103,"52a62c11-7c4f-4912-91c9-ff5c145328cd",갤럭시워치(Galaxy Watch),"2023-07-04 17:07:53",66,"2023-10-19 00:18:30"
196,102,"52a62c11-7c4f-4912-91c9-ff5c145328cd",갤럭시워치(Galaxy Watch),"2023-07-03 19:45:34",67,"2023-10-19 00:18:30"
196,101,"52a62c11-7c4f-4912-91c9-ff5c145328cd",갤럭시워치(Galaxy Watch),"2023-07-03 16:49:06",74,"2023-10-19 00:18:30"
196,100,"52a62c11-7c4f-4912-91c9-ff5c145328cd",갤럭시워치(Galaxy Watch),"2023-07-02 20:24:21",73,"2023-10-19 00:18:30"
196,99,"52a62c11-7c4f-4912-91c9-ff5c145328cd",갤럭시워치(Galaxy Watch),"2023-07-02 07:54:14",86,"2023-10-19 00:18:30"
196,98,"52a62c11-7c4f-4912-91c9-ff5c145328cd",갤럭시워치(Galaxy Watch),"2023-06-29 15:47:39",83,"2023-10-19 00:18:30"
196,97,"52a62c11-7c4f-4912-91c9-ff5c145328cd",갤럭시워치(Galaxy Watch),"2023-06-29 15:47:13",81,"2023-10-19 00:18:30"
196,96,"52a62c11-7c4f-4912-91c9-ff5c145328cd",갤럭시워치(Galaxy Watch),"2023-06-29 15:46:55",76,"2023-10-19 00:18:30"
196,95,"52a62c11-7c4f-4912-91c9-ff5c145328cd",갤럭시워치(Galaxy Watch),"2023-06-29 15:46:35",55,"2023-10-19 00:18:30"
196,94,"52a62c11-7c4f-4912-91c9-ff5c145328cd",갤럭시워치(Galaxy Watch),"2023-06-28 22:21:51",69,"2023-10-19 00:18:30"
196,93,"52a62c11-7c4f-4912-91c9-ff5c145328cd",갤럭시워치(Galaxy Watch),"2023-06-27 17:44:02",72,"2023-10-19 00:18:30"
196,92,"52a62c11-7c4f-4912-91c9-ff5c145328cd",갤럭시워치(Galaxy Watch),"2023-06-27 02:02:37",66,"2023-10-19 00:18:30"
